,Month and Year,Total precipitation (inches),Region,Average temperature (Â°F)
1052,May-2007,4.11,Northern Rockies,55.4
1053,Jun-2007,2.42,Northern Rockies,64.1
1054,Jul-2007,1.38,Northern Rockies,73.7
1055,Aug-2007,2.17,Northern Rockies,68.5
1056,Sep-2007,1.44,Northern Rockies,58.5
1057,Oct-2007,1.99,Northern Rockies,47.2
1058,Nov-2007,0.44,Northern Rockies,33.4
1059,Dec-2007,1.03,Northern Rockies,19.3
1060,Jan-2008,0.7,Northern Rockies,16.7
1061,Feb-2008,0.73,Northern Rockies,21.5
1062,Mar-2008,0.9,Northern Rockies,31.1
1063,Apr-2008,1.36,Northern Rockies,39.5
1064,May-2008,3.98,Northern Rockies,50.9
1065,Jun-2008,3.32,Northern Rockies,60.2
1066,Jul-2008,1.83,Northern Rockies,69.4
1067,Aug-2008,1.5,Northern Rockies,67.7
1068,Sep-2008,1.99,Northern Rockies,56.4
1069,Oct-2008,2.24,Northern Rockies,45.3
1070,Nov-2008,1.16,Northern Rockies,35.0
1071,Dec-2008,1.21,Northern Rockies,14.9
1072,Jan-2009,0.93,Northern Rockies,19.2
1073,Feb-2009,0.8,Northern Rockies,24.3
1074,Mar-2009,1.51,Northern Rockies,29.4
1075,Apr-2009,2.05,Northern Rockies,40.9
1076,May-2009,1.51,Northern Rockies,52.9
1077,Jun-2009,3.27,Northern Rockies,59.8
1078,Jul-2009,2.35,Northern Rockies,65.8
1079,Aug-2009,2.19,Northern Rockies,64.9
1080,Sep-2009,1.03,Northern Rockies,61.0
1081,Oct-2009,2.77,Northern Rockies,37.8
1082,Nov-2009,0.32,Northern Rockies,37.0
1083,Dec-2009,1.04,Northern Rockies,13.2
1084,Jan-2010,0.74,Northern Rockies,18.6
1085,Feb-2010,0.58,Northern Rockies,18.7
1086,Mar-2010,1.05,Northern Rockies,35.7
1087,Apr-2010,2.25,Northern Rockies,44.8
1088,May-2010,3.62,Northern Rockies,49.7
1089,Jun-2010,4.26,Northern Rockies,61.7
1090,Jul-2010,2.39,Northern Rockies,68.2
1091,Aug-2010,2.05,Northern Rockies,68.0
1092,Sep-2010,2.12,Northern Rockies,57.0
1093,Oct-2010,1.03,Northern Rockies,49.3
1094,Nov-2010,1.14,Northern Rockies,29.7
1095,Dec-2010,1.26,Northern Rockies,19.6
1096,Jan-2011,1.22,Northern Rockies,16.7
1097,Feb-2011,0.99,Northern Rockies,17.1
1098,Mar-2011,1.29,Northern Rockies,29.1
1099,Apr-2011,2.43,Northern Rockies,40.3
1100,May-2011,4.99,Northern Rockies,49.5
1101,Jun-2011,3.36,Northern Rockies,60.6
1102,Jul-2011,2.34,Northern Rockies,70.8
1103,Aug-2011,1.74,Northern Rockies,68.9
1104,Sep-2011,0.73,Northern Rockies,58.6
1105,Oct-2011,1.65,Northern Rockies,48.0
1106,Nov-2011,0.77,Northern Rockies,31.9
1107,Dec-2011,0.62,Northern Rockies,25.2
1108,Jan-2012,0.72,Northern Rockies,25.2
1109,Feb-2012,1.05,Northern Rockies,24.8
1110,Mar-2012,0.85,Northern Rockies,42.7
1111,Apr-2012,2.2,Northern Rockies,47.2
1112,May-2012,2.17,Northern Rockies,54.0
1113,Jun-2012,1.75,Northern Rockies,65.4
1114,Jul-2012,1.39,Northern Rockies,73.9
1115,Aug-2012,0.82,Northern Rockies,68.5
1116,Sep-2012,0.29,Northern Rockies,59.8
1117,Oct-2012,1.38,Northern Rockies,43.1
1118,Nov-2012,0.84,Northern Rockies,33.9
1119,Dec-2012,0.95,Northern Rockies,21.4
1120,Jan-2013,0.66,Northern Rockies,20.1
1121,Feb-2013,0.67,Northern Rockies,24.5
1122,Mar-2013,0.84,Northern Rockies,29.1
1123,Apr-2013,1.86,Northern Rockies,36.5
1124,May-2013,4.17,Northern Rockies,53.6
1125,Jun-2013,2.58,Northern Rockies,62.7
1126,Jul-2013,1.73,Northern Rockies,69.3
1127,Aug-2013,1.78,Northern Rockies,69.2
1128,Sep-2013,2.5,Northern Rockies,61.6
1129,Oct-2013,2.71,Northern Rockies,42.5
1130,Nov-2013,0.61,Northern Rockies,31.2
1131,Dec-2013,0.99,Northern Rockies,15.7
1132,Jan-2014,0.71,Northern Rockies,21.0
1133,Feb-2014,1.08,Northern Rockies,15.3
1134,Mar-2014,1.35,Northern Rockies,30.0
1135,Apr-2014,1.71,Northern Rockies,41.9
1136,May-2014,2.15,Northern Rockies,53.2
1137,Jun-2014,4.24,Northern Rockies,60.6
1138,Jul-2014,1.15,Northern Rockies,68.1
1139,Aug-2014,3.74,Northern Rockies,66.6
1140,Sep-2014,1.65,Northern Rockies,57.8
1141,Oct-2014,0.81,Northern Rockies,48.8
1142,Nov-2014,1.14,Northern Rockies,26.2
1143,Dec-2014,1.01,Northern Rockies,24.3
1144,Jan-2015,0.65,Northern Rockies,23.7
1145,Feb-2015,0.71,Northern Rockies,23.1
1146,Mar-2015,0.57,Northern Rockies,38.6
1147,Apr-2015,1.36,Northern Rockies,44.8
1148,May-2015,4.23,Northern Rockies,51.3
1149,Jun-2015,2.93,Northern Rockies,65.4
1150,Jul-2015,2.35,Northern Rockies,68.4
1151,Aug-2015,1.76,Northern Rockies,67.4
1152,Sep-2015,1.41,Northern Rockies,61.7
1153,Oct-2015,1.34,Northern Rockies,49.8
1154,Nov-2015,1.21,Northern Rockies,32.9
1155,Dec-2015,1.27,Northern Rockies,23.9
1156,Jan-2016,0.61,Northern Rockies,21.8
1157,Feb-2016,0.72,Northern Rockies,31.5
1158,Mar-2016,1.29,Northern Rockies,38.2
1159,Apr-2016,3.11,Northern Rockies,44.9
1160,May-2016,2.97,Northern Rockies,53.1
1161,Jun-2016,1.66,Northern Rockies,66.4
1162,Jul-2016,2.47,Northern Rockies,69.1
1163,Aug-2016,1.72,Northern Rockies,67.0
1164,Sep-2016,2.33,Northern Rockies,58.4
1165,Oct-2016,2.01,Northern Rockies,48.1
1166,Nov-2016,0.8,Northern Rockies,40.0
1167,Dec-2016,1.38,Northern Rockies,15.9
1168,Jan-2017,0.98,Northern Rockies,16.7
1169,Feb-2017,1.2,Northern Rockies,27.5
1170,Mar-2017,1.4,Northern Rockies,36.1
1171,Apr-2017,2.14,Northern Rockies,43.7
1172,May-2017,2.13,Northern Rockies,53.4
1173,Jun-2017,1.71,Northern Rockies,64.0
1174,Jul-2017,1.31,Northern Rockies,72.7
1175,Aug-2017,1.96,Northern Rockies,65.9
1176,Sep-2017,2.35,Northern Rockies,58.1
1177,Oct-2017,1.26,Northern Rockies,44.9
1178,Nov-2017,0.96,Northern Rockies,33.1
1179,Dec-2017,0.97,Northern Rockies,21.9
1180,Jan-2018,0.75,Northern Rockies,20.6
1181,Feb-2018,1.24,Northern Rockies,13.9
1182,Mar-2018,1.39,Northern Rockies,30.6
1183,Apr-2018,1.59,Northern Rockies,37.9
1184,May-2018,3.03,Northern Rockies,58.2
1185,Jun-2018,3.9,Northern Rockies,64.5
1186,Jul-2018,2.27,Northern Rockies,69.3
1187,Aug-2018,1.46,Northern Rockies,66.7
1188,Sep-2018,1.53,Northern Rockies,57.6
1189,Oct-2018,1.6,Northern Rockies,42.3
1190,Nov-2018,1.1,Northern Rockies,29.2
1191,Dec-2018,1.05,Northern Rockies,24.2
1192,Jan-2019,0.7,Northern Rockies,21.1
1193,Feb-2019,1.33,Northern Rockies,8.6
1194,Mar-2019,1.28,Northern Rockies,26.0
1195,Apr-2019,1.99,Northern Rockies,43.3
1196,May-2019,4.02,Northern Rockies,48.7
1197,Jun-2019,2.65,Northern Rockies,61.8
1198,Jul-2019,3.0,Northern Rockies,68.6
1199,Aug-2019,2.56,Northern Rockies,66.6
1200,Sep-2019,3.46,Northern Rockies,59.4
1201,Oct-2019,1.64,Northern Rockies,37.8
1202,Nov-2019,0.98,Northern Rockies,30.3
1203,Dec-2019,0.88,Northern Rockies,24.1
1204,Jan-2020,0.81,Northern Rockies,22.0
1205,Jan-2000,1.35,South,45.9
1206,Feb-2000,1.39,South,52.5
1207,Mar-2000,3.5,South,57.5
1208,Apr-2000,2.71,South,62.2
1209,May-2000,3.58,South,73.8
1210,Jun-2000,5.31,South,76.8
1211,Jul-2000,1.71,South,82.4
1212,Aug-2000,0.7,South,84.0
1213,Sep-2000,1.64,South,76.1
1214,Oct-2000,3.62,South,65.2
1215,Nov-2000,5.67,South,48.1
1216,Dec-2000,2.16,South,37.1
1217,Jan-2001,2.86,South,40.3
1218,Feb-2001,3.36,South,47.3
1219,Mar-2001,3.7,South,50.2
1220,Apr-2001,1.47,South,65.7
1221,May-2001,4.07,South,71.6
1222,Jun-2001,3.92,South,78.1
1223,Jul-2001,2.09,South,84.0
1224,Aug-2001,3.61,South,81.7
1225,Sep-2001,3.8,South,72.9
1226,Oct-2001,2.69,South,62.4
1227,Nov-2001,3.45,South,56.8
1228,Dec-2001,3.11,South,46.9
1229,Jan-2002,2.09,South,45.0
1230,Feb-2002,1.47,South,44.4
1231,Mar-2002,3.31,South,51.4
1232,Apr-2002,2.55,South,65.6
1233,May-2002,3.07,South,70.4
1234,Jun-2002,2.89,South,78.9
1235,Jul-2002,4.19,South,81.0
1236,Aug-2002,2.72,South,81.3
1237,Sep-2002,3.52,South,75.2
1238,Oct-2002,6.16,South,61.9
1239,Nov-2002,1.99,South,50.4
1240,Dec-2002,3.87,South,44.8
1241,Jan-2003,0.61,South,41.5
1242,Feb-2003,3.42,South,43.9
1243,Mar-2003,1.86,South,53.8
1244,Apr-2003,2.03,South,63.7
1245,May-2003,3.0,South,72.3
1246,Jun-2003,5.27,South,76.1
1247,Jul-2003,2.67,South,81.7
1248,Aug-2003,3.19,South,82.1
1249,Sep-2003,3.65,South,71.8
1250,Oct-2003,2.29,South,64.9
1251,Nov-2003,2.46,South,54.8
1252,Dec-2003,1.5,South,45.2
1253,Jan-2004,2.5,South,44.0
1254,Feb-2004,3.47,South,43.4
1255,Mar-2004,2.95,South,58.5
1256,Apr-2004,3.97,South,62.0
1257,May-2004,3.59,South,72.0
1258,Jun-2004,7.03,South,76.8
1259,Jul-2004,3.7,South,79.3
1260,Aug-2004,3.1,South,77.3
1261,Sep-2004,1.98,South,74.3
1262,Oct-2004,4.62,South,67.2
1263,Nov-2004,6.31,South,54.0
1264,Dec-2004,1.64,South,44.6
1265,Jan-2005,2.68,South,46.0
1266,Feb-2005,2.9,South,49.1
1267,Mar-2005,2.15,South,53.4
1268,Apr-2005,2.05,South,62.0
1269,May-2005,2.86,South,69.6
1270,Jun-2005,2.71,South,78.8
1271,Jul-2005,3.62,South,81.3
1272,Aug-2005,4.22,South,81.0
1273,Sep-2005,2.36,South,78.0
1274,Oct-2005,1.68,South,64.1
1275,Nov-2005,1.28,South,55.7
1276,Dec-2005,1.04,South,43.0
1277,Jan-2006,1.95,South,50.0
1278,Feb-2006,1.77,South,45.6
1279,Mar-2006,2.64,South,56.9
1280,Apr-2006,2.55,South,67.9
1281,May-2006,2.72,South,72.6
1282,Jun-2006,2.28,South,79.0
1283,Jul-2006,2.65,South,82.7
1284,Aug-2006,3.24,South,82.7
1285,Sep-2006,3.1,South,71.7
1286,Oct-2006,4.41,South,63.5
1287,Nov-2006,1.69,South,54.1
1288,Dec-2006,3.73,South,45.7
1289,Jan-2007,3.72,South,40.0
1290,Feb-2007,1.06,South,44.3
1291,Mar-2007,3.48,South,59.9
1292,Apr-2007,2.85,South,59.1
1293,May-2007,5.27,South,70.5
1294,Jun-2007,5.53,South,76.9
1295,Jul-2007,5.45,South,78.8
1296,Aug-2007,2.65,South,82.4
1297,Sep-2007,3.11,South,75.6
1298,Oct-2007,2.52,South,66.1
1299,Nov-2007,1.36,South,54.3
1300,Dec-2007,2.48,South,45.2
1301,Jan-2008,1.48,South,42.1
1302,Feb-2008,2.37,South,47.7
1303,Mar-2008,3.4,South,54.6
1304,Apr-2008,3.36,South,61.5
1305,May-2008,3.84,South,71.0
1306,Jun-2008,3.19,South,80.1
1307,Jul-2008,2.59,South,81.2
1308,Aug-2008,5.27,South,79.3
1309,Sep-2008,4.33,South,71.9
1310,Oct-2008,2.76,South,62.6
1311,Nov-2008,1.54,South,53.0
1312,Dec-2008,2.0,South,44.0
1313,Jan-2009,1.05,South,43.3
1314,Feb-2009,1.22,South,51.0
1315,Mar-2009,3.41,South,55.7
1316,Apr-2009,3.96,South,61.6
1317,May-2009,4.26,South,70.4
1318,Jun-2009,2.37,South,79.9
1319,Jul-2009,4.37,South,81.3
1320,Aug-2009,2.73,South,80.3
1321,Sep-2009,5.02,South,72.5
1322,Oct-2009,7.26,South,60.2
1323,Nov-2009,1.31,South,55.0
1324,Dec-2009,3.63,South,39.7
1325,Jan-2010,2.51,South,39.8
1326,Feb-2010,2.7,South,40.0
1327,Mar-2010,2.24,South,52.0
1328,Apr-2010,2.6,South,63.6
1329,May-2010,3.6,South,71.5
1330,Jun-2010,3.36,South,81.6
1331,Jul-2010,4.84,South,81.5
1332,Aug-2010,2.32,South,83.6
1333,Sep-2010,3.48,South,76.2
1334,Oct-2010,1.04,South,64.9
1335,Nov-2010,2.26,South,53.6
1336,Dec-2010,0.93,South,43.9
1337,Jan-2011,1.75,South,40.4
1338,Feb-2011,1.45,South,44.8
1339,Mar-2011,1.54,South,56.9
1340,Apr-2011,2.77,South,66.2
1341,May-2011,2.86,South,70.6
1342,Jun-2011,1.69,South,83.0
1343,Jul-2011,2.0,South,86.1
1344,Aug-2011,1.86,South,86.0
1345,Sep-2011,2.42,South,74.0
1346,Oct-2011,2.04,South,63.7
1347,Nov-2011,2.95,South,53.9
1348,Dec-2011,3.6,South,43.8
1349,Jan-2012,2.32,South,47.3
1350,Feb-2012,2.95,South,48.6
1351,Mar-2012,4.22,South,62.1
1352,Apr-2012,2.39,South,66.9
1353,May-2012,2.41,South,74.0
1354,Jun-2012,2.32,South,80.3
1355,Jul-2012,3.09,South,83.7
1356,Aug-2012,3.42,South,81.6
1357,Sep-2012,3.81,South,74.7
1358,Oct-2012,1.35,South,62.4
1359,Nov-2012,0.79,South,54.7
1360,Dec-2012,2.13,South,47.5
1361,Jan-2013,3.73,South,44.6
1362,Feb-2013,2.71,South,46.9
1363,Mar-2013,1.48,South,51.8
1364,Apr-2013,3.26,South,59.5
1365,May-2013,3.86,South,69.6
1366,Jun-2013,3.01,South,79.6
1367,Jul-2013,3.87,South,79.9
1368,Aug-2013,2.67,South,81.0
1369,Sep-2013,3.86,South,76.8
1370,Oct-2013,3.32,South,63.8
1371,Nov-2013,2.49,South,49.9
1372,Dec-2013,2.21,South,41.5
1373,Jan-2014,0.78,South,39.8
1374,Feb-2014,1.73,South,42.9
1375,Mar-2014,2.09,South,50.6
1376,Apr-2014,2.54,South,62.2
1377,May-2014,4.22,South,70.1
1378,Jun-2014,4.91,South,78.6
1379,Jul-2014,3.37,South,79.2
1380,Aug-2014,2.51,South,81.0
1381,Sep-2014,3.13,South,74.6
1382,Oct-2014,2.8,South,66.6
1383,Nov-2014,2.45,South,48.0
1384,Dec-2014,2.05,South,46.8
1385,Jan-2015,2.67,South,41.2
1386,Feb-2015,1.68,South,42.7
1387,Mar-2015,3.78,South,54.0
1388,Apr-2015,4.59,South,64.4
1389,May-2015,9.44,South,69.6
1390,Jun-2015,3.99,South,78.7
1391,Jul-2015,3.34,South,82.4
1392,Aug-2015,2.17,South,80.8
1393,Sep-2015,1.66,South,77.4
1394,Oct-2015,4.98,South,66.3
1395,Nov-2015,5.41,South,55.3
1396,Dec-2015,4.09,South,49.5
1397,Jan-2016,1.42,South,42.6
1398,Feb-2016,1.66,South,50.6
1399,Mar-2016,4.48,South,58.3
1400,Apr-2016,5.11,South,63.8
1401,May-2016,4.54,South,69.1
1402,Jun-2016,3.42,South,79.6
1403,Jul-2016,3.08,South,83.6
1404,Aug-2016,5.83,South,80.7
1405,Sep-2016,3.01,South,76.5
1406,Oct-2016,0.99,South,68.6
1407,Nov-2016,2.15,South,58.1
1408,Dec-2016,2.48,South,45.1
1409,Jan-2017,3.02,South,47.1
1410,Feb-2017,1.78,South,54.8
1411,Mar-2017,2.68,South,59.6
1412,Apr-2017,4.6,South,64.7
1413,May-2017,4.39,South,69.4
1414,Jun-2017,4.18,South,78.4
1415,Jul-2017,3.22,South,82.4
1416,Aug-2017,6.84,South,78.7
1417,Sep-2017,2.3,South,74.8
1418,Oct-2017,2.07,South,64.5
1419,Nov-2017,0.74,South,56.4
1420,Dec-2017,2.38,South,44.5
1421,Jan-2018,1.37,South,39.9
1422,Feb-2018,4.38,South,48.4
1423,Mar-2018,2.72,South,57.2
1424,Apr-2018,2.37,South,58.6
1425,May-2018,2.84,South,76.2
1426,Jun-2018,3.08,South,81.9
1427,Jul-2018,3.14,South,82.8
1428,Aug-2018,3.54,South,80.9
1429,Sep-2018,6.0,South,75.5
1430,Oct-2018,6.05,South,63.4
1431,Nov-2018,2.7,South,48.6
1432,Dec-2018,4.53,South,45.4
1433,Jan-2019,2.53,South,43.3
1434,Feb-2019,2.52,South,47.1
1435,Mar-2019,2.02,South,51.8
1436,Apr-2019,4.61,South,62.5
1437,May-2019,7.47,South,70.4
1438,Jun-2019,4.83,South,77.4
1439,Jul-2019,2.81,South,81.3
1440,Aug-2019,3.6,South,83.1
1441,Sep-2019,2.18,South,80.2
1442,Oct-2019,4.37,South,62.2
1443,Nov-2019,1.86,South,49.7
1444,Dec-2019,1.66,South,47.5
1445,Jan-2020,3.48,South,46.8
1446,Jan-2000,0.73,Southwest,37.0
1447,Feb-2000,0.87,Southwest,41.2
1448,Mar-2000,1.82,Southwest,43.4
1449,Apr-2000,0.57,Southwest,54.1
1450,May-2000,0.52,Southwest,63.6
1451,Jun-2000,1.19,Southwest,70.1
1452,Jul-2000,1.1,Southwest,75.2
1453,Aug-2000,1.95,Southwest,73.8
1454,Sep-2000,0.63,Southwest,66.6
1455,Oct-2000,2.86,Southwest,53.1
1456,Nov-2000,0.94,Southwest,35.0
1457,Dec-2000,0.5,Southwest,34.5
1458,Jan-2001,1.24,Southwest,31.3
1459,Feb-2001,1.0,Southwest,36.4
1460,Mar-2001,1.18,Southwest,43.8
1461,Apr-2001,1.08,Southwest,51.6
1462,May-2001,1.18,Southwest,62.2
1463,Jun-2001,0.6,Southwest,70.4
1464,Jul-2001,1.7,Southwest,74.8
1465,Aug-2001,1.97,Southwest,72.6
1466,Sep-2001,0.69,Southwest,67.2
1467,Oct-2001,0.44,Southwest,55.8
1468,Nov-2001,0.94,Southwest,44.5
1469,Dec-2001,0.72,Southwest,32.2
1470,Jan-2002,0.44,Southwest,33.2
1471,Feb-2002,0.3,Southwest,35.5
1472,Mar-2002,0.55,Southwest,40.9
1473,Apr-2002,0.43,Southwest,54.7
1474,May-2002,0.26,Southwest,60.3
1475,Jun-2002,0.46,Southwest,72.5
1476,Jul-2002,1.38,Southwest,75.9
1477,Aug-2002,1.16,Southwest,72.9
1478,Sep-2002,2.22,Southwest,65.0
1479,Oct-2002,1.29,Southwest,51.3
1480,Nov-2002,0.76,Southwest,41.4
1481,Dec-2002,0.87,Southwest,33.6
1482,Jan-2003,0.29,Southwest,39.4
1483,Feb-2003,1.62,Southwest,36.0
1484,Mar-2003,1.28,Southwest,43.6
1485,Apr-2003,0.7,Southwest,50.4
1486,May-2003,0.78,Southwest,61.1
1487,Jun-2003,1.0,Southwest,68.2
1488,Jul-2003,0.89,Southwest,77.7
1489,Aug-2003,1.65,Southwest,73.9
1490,Sep-2003,1.05,Southwest,65.3
1491,Oct-2003,0.58,Southwest,58.6
1492,Nov-2003,1.15,Southwest,40.8
1493,Dec-2003,0.78,Southwest,35.2
1494,Jan-2004,0.67,Southwest,33.3
1495,Feb-2004,1.28,Southwest,33.4
1496,Mar-2004,0.67,Southwest,49.2
1497,Apr-2004,2.24,Southwest,50.8
1498,May-2004,0.35,Southwest,61.3
1499,Jun-2004,0.99,Southwest,68.5
1500,Jul-2004,1.72,Southwest,72.8
1501,Aug-2004,1.68,Southwest,70.0
1502,Sep-2004,1.84,Southwest,63.8
1503,Oct-2004,2.02,Southwest,52.9
1504,Nov-2004,1.71,Southwest,40.0
1505,Dec-2004,1.1,Southwest,34.7
1506,Jan-2005,2.26,Southwest,37.5
1507,Feb-2005,2.02,Southwest,38.3
1508,Mar-2005,1.22,Southwest,42.2
1509,Apr-2005,1.26,Southwest,50.0
1510,May-2005,1.11,Southwest,60.1
1511,Jun-2005,1.01,Southwest,67.3
1512,Jul-2005,0.9,Southwest,75.8
1513,Aug-2005,2.34,Southwest,70.8
1514,Sep-2005,1.15,Southwest,65.9
1515,Oct-2005,1.45,Southwest,54.6
1516,Nov-2005,0.38,Southwest,44.2
1517,Dec-2005,0.49,Southwest,34.6
1518,Jan-2006,0.58,Southwest,36.1
1519,Feb-2006,0.27,Southwest,37.5
1520,Mar-2006,1.41,Southwest,41.8
1521,Apr-2006,0.6,Southwest,53.2
1522,May-2006,0.43,Southwest,62.8
1523,Jun-2006,0.68,Southwest,72.2
1524,Jul-2006,2.57,Southwest,75.5
1525,Aug-2006,2.76,Southwest,71.1
1526,Sep-2006,1.88,Southwest,60.9
1527,Oct-2006,2.16,Southwest,52.0
1528,Nov-2006,0.4,Southwest,43.8
1529,Dec-2006,0.93,Southwest,33.3
1530,Jan-2007,0.87,Southwest,28.6
1531,Feb-2007,0.74,Southwest,37.4
1532,Mar-2007,0.95,Southwest,46.8
1533,Apr-2007,0.98,Southwest,51.0
1534,May-2007,1.3,Southwest,60.2
1535,Jun-2007,0.72,Southwest,69.8
1536,Jul-2007,1.95,Southwest,75.3
1537,Aug-2007,1.91,Southwest,74.2
1538,Sep-2007,1.5,Southwest,66.0
1539,Oct-2007,0.56,Southwest,54.6
1540,Nov-2007,0.45,Southwest,45.5
1541,Dec-2007,2.1,Southwest,31.2
1542,Jan-2008,1.43,Southwest,29.7
1543,Feb-2008,1.13,Southwest,36.3
1544,Mar-2008,0.45,Southwest,42.6
1545,Apr-2008,0.42,Southwest,49.0
1546,May-2008,1.05,Southwest,57.4
1547,Jun-2008,0.57,Southwest,69.5
1548,Jul-2008,2.25,Southwest,74.0
1549,Aug-2008,2.38,Southwest,72.1
1550,Sep-2008,0.92,Southwest,64.4
1551,Oct-2008,0.93,Southwest,54.4
1552,Nov-2008,0.78,Southwest,44.7
1553,Dec-2008,1.54,Southwest,33.6
1554,Jan-2009,0.66,Southwest,35.8
1555,Feb-2009,0.72,Southwest,39.0
1556,Mar-2009,0.62,Southwest,44.6
1557,Apr-2009,1.1,Southwest,49.5
1558,May-2009,1.18,Southwest,62.4
1559,Jun-2009,1.51,Southwest,66.4
1560,Jul-2009,1.73,Southwest,74.7
1561,Aug-2009,0.91,Southwest,71.9
1562,Sep-2009,1.19,Southwest,65.2
1563,Oct-2009,1.05,Southwest,50.2
1564,Nov-2009,0.39,Southwest,44.2
1565,Dec-2009,1.23,Southwest,28.9
1566,Jan-2010,1.86,Southwest,32.8
1567,Feb-2010,1.24,Southwest,34.0
1568,Mar-2010,1.25,Southwest,41.8
1569,Apr-2010,1.12,Southwest,49.8
1570,May-2010,0.72,Southwest,56.4
1571,Jun-2010,0.76,Southwest,70.0
1572,Jul-2010,2.37,Southwest,74.4
1573,Aug-2010,1.99,Southwest,72.1
1574,Sep-2010,0.81,Southwest,67.6
1575,Oct-2010,1.45,Southwest,55.4
1576,Nov-2010,0.59,Southwest,40.2
1577,Dec-2010,1.71,Southwest,38.3
1578,Jan-2011,0.29,Southwest,31.9
1579,Feb-2011,0.91,Southwest,32.9
1580,Mar-2011,0.67,Southwest,45.6
1581,Apr-2011,1.1,Southwest,51.0
1582,May-2011,1.32,Southwest,56.3
1583,Jun-2011,0.39,Southwest,69.4
1584,Jul-2011,1.93,Southwest,75.2
1585,Aug-2011,1.46,Southwest,75.3
1586,Sep-2011,1.33,Southwest,66.0
1587,Oct-2011,1.18,Southwest,54.3
1588,Nov-2011,0.8,Southwest,41.5
1589,Dec-2011,1.27,Southwest,31.1
1590,Jan-2012,0.51,Southwest,36.6
